VendorPartNo,Make,vehicleMaxQty,Category,IsDevelopment,Worldpac,PartsAuthority,SSF,WorldPac(2016),PartsAuthority(2016),SSF(2016),Total Units Sold(2016),WorldPac(2017),PartsAuthority(2017),SSF(2017),Total Units Sold(2017),WorldPac(2018),PartsAuthority(2018),SSF(2018),Total Units Sold(2018),WorldPac(2019),PartsAuthority(2019),SSF(2019),Total Units Sold(2019),WorldPac(2020),PartsAuthority(2020),SSF(2020),Total Units Sold(2020),UnitsSold360,VIO_US,VIO_CANADA,FirstSoldDate
EG30053,Toyota,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,956744,0,08/10/20
LAA-0C010,Toyota,1,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,50,67,986375,0,08/10/20
LAA-35020B,Toyota,1,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,45,46,1425239,0,08/10/20
LAA-04020,Toyota,2,Brakes,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,08/10/20
K031925,Volkswagen,1,Engine,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,8,84,107,58893,9459,08/10/20
RE-3740,Land Rover,1,Climate Control,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,28,33,22724,893,08/07/20
A054,Mercury,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,978925,0,08/07/20
M041981,Land Rover,1,Fuel,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,11,91,131,76792,4245,08/07/20
M041992,Porsche,1,Cooling,,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,65,200,91830,11179,08/06/20
TY001GK0,Scion,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,3204941,0,08/06/20
XTJ-066,Volkswagen,1,Engine,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,80,750,1764,466950,102259,08/05/20
XTJ-064,Volkswagen,1,Engine,,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,38,291511,73703,08/04/20
M0419101,Mercedes-Benz,2,Electrical,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,92,92,299921,27800,08/03/20
G091728,Mercedes-Benz,1,Engine,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8985,674,08/03/20
LAA-56380,BMW,2,Brakes,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,72873,6707,07/31/20
K091823,BMW,1,Transmission,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,28,91859,18658,07/31/20
,,1,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,170,0,0,07/30/20
M1040702,Volvo,1,Fuel,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,257762,26506,07/29/20
M1040701,Volvo,1,Fuel,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,328857,33567,07/29/20
,,1,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,07/28/20
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,07/28/20
LAA-64651,BMW,2,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,7,15976,1937,07/28/20
LAA-52683,BMW,2,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,12,145693,12954,07/28/20
DZQTQ1810,Mini,1,Engine,,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,58,105,105,150871,11828,07/28/20
C111719,Porsche,2,Suspension,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,26,26,613,78,07/27/20
6Q0 122 291F,Volkswagen,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,101,872280,159467,07/27/20
270010,Mercedes-Benz,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217523,6948,07/27/20
UROMUG12,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,07/24/20
K071923,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,16,8835,234,07/23/20
LAA-56385,Mini,2,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,14,154154,14384,07/23/20
DZHLS0324,Audi,1,Cooling,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,50,58,58200,6147,07/22/20
C061824,Porsche,1,Electrical,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,51,76,81,2906,286,07/20/20
308022,BMW,2,Engine,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,72,84,82,98164,7762,07/20/20
108387,Volkswagen,2,Suspension,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,14,55029,40207,07/17/20
108354,Volkswagen,1,Transmission,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25680,15360,07/17/20
JJEP-AJ10132-1,Mercedes-Benz,1,Fuel,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,320027,18764,07/17/20
JJEP-A10132,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14,424569,53279,07/17/20
K041921,Mercedes-Benz,2,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,27,62,85775,5545,07/16/20
LAA-03857,Volkswagen,1,Brakes,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,2926996,482677,07/16/20
LAA-27804,Volkswagen,1,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,54,2931247,485285,07/16/20
KF-08444,Mini,2,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,25,154154,14384,07/15/20
K071925,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,25,42022,2640,07/15/20
K011904,Porsche,1,Drivetrain & Hub,Yes,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,117,116,33196,3428,07/15/20
K041922,Porsche,2,Engine,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,14,49593,3347,07/15/20
K011914,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,71,71,10145,1006,07/15/20
K091939,Porsche,2,Engine,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,26,34848,2565,07/15/20
EG30023,Honda,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,5244701,0,07/15/20
C041807,Mini,4,Electrical,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,34,1083388,85042,07/15/20
C041850,Mercedes-Benz,1,Cooling,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33703,2070,07/14/20
,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,20,8835,234,07/14/20
K041913,Porsche,1,Fuel,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,72,152,55135,5498,07/14/20
,BMW,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,29,80111,12225,07/14/20
,BMW,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,63,72760,7307,07/14/20
RE-5089,Mercedes-Benz,1,Climate Control,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,107305,27370,07/13/20
278 090 2482,Mercedes-Benz,1,Fuel,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,22,58224,3843,07/13/20
C081611,Mercedes-Benz,1,Fuel,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4251,326,07/13/20
970 606 503 00,Porsche,1,Electrical,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,102300,8227,07/13/20
VW003HK0,Seat,1,Cooling,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,11,0,0,07/10/20
ZL-AV1109,Volkswagen,1,Transmission,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,57448,5754,07/10/20
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,07/10/20
ZL-BZ1024,Mercedes-Benz,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,23,23,388712,21457,07/08/20
105634,Audi,1,Engine,,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,23,24,38511,1025,07/07/20
VW010HK0,Audi,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6048,72,07/06/20
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,07/06/20
,,1,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,07/06/20
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,07/06/20
G051856,BMW,2,Body,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,48,54091,4719,07/06/20
K041932,Mercedes-Benz,1,Body,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,59,58,181849,16438,07/02/20
K041933,Mercedes-Benz,1,Body,,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,24,40,40,125496,14177,07/01/20
M111819,Porsche,1,Climate Control,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,56,599,619,52358,6698,06/30/20
FD039HA0,Lincoln,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1780399,0,06/30/20
K011919,Volvo,1,Transmission,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,25,582433,64630,06/29/20
Shift Console,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,06/29/20
M011941,BMW,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,77,115,343883,4610,06/29/20
BN-1282,BMW,1,Transmission,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,128732,3812,06/29/20
ROJ-058,BMW,2,Fuel,,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,164,168,186540,15460,06/26/20
M011940KIT,Porsche,1,Transmission,,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,25,115612,11461,06/24/20
BJ-9401,Mercedes-Benz,1,Engine,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,75,124,122,1076563,82588,06/24/20
M051950,BMW,1,Engine,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,70,70,119640,8227,06/23/20
M051949,BMW,1,Steering,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,61,61,35911,3484,06/23/20
ZL-PC1018,Mini,1,Engine,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,32,32,395894,37725,06/23/20
61 31 8 360 459,Mini,1,Electrical,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,51,51,654866,55510,06/22/20
M041978,Mini,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,19,80938,5998,06/19/20
G031804,Saab,2,Suspension,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,70288,4949,06/19/20
105442,Audi,2,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20009,1583,06/18/20
900344,BMW,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,85949,15434,06/17/20
900342,BMW,1,Suspension,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,37,36,185735,25987,06/17/20
,BMW,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,25,8616,1868,06/16/20
,BMW,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,36,48856,4710,06/16/20
,BMW,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,2540,1091,06/16/20
261217,Mercedes-Benz,4,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,457381,46783,06/16/20
M071940,Mercedes-Benz,1,Steering,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,44,43,282276,31752,06/16/20
C041847,Mercedes-Benz,1,Fuel,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,57,100,103,238414,17209,06/16/20
M071939,Mercedes-Benz,1,Steering,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,14,39678,2663,06/16/20
ZL-BZ1020,Mercedes-Benz,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,539617,79503,06/16/20
ZL-AV3004-B,Volkswagen,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,22,195617,55718,06/16/20
XTJ-067,Ford,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1797837,0,06/16/20
G061708,Porsche,2,Transmission,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,68,146,146,729,101,06/11/20
XTJ-043,Scion,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,35,35,1340878,0,06/10/20
XTJ-073,Workhorse,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2604299,0,06/10/20
ROJ-547P,Audi,1,Fuel,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,38,302,34879,4409,06/09/20
K091827,Jaguar,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,67,88,26088,1205,06/09/20
C041872,BMW,2,Suspension,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,52,163399,13383,06/08/20
K041916,Porsche,2,Suspension,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,50857,2874,06/05/20
M071915,Volkswagen,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,136,195,63637,2781,06/05/20
C111701,Jaguar,2,Suspension,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,33,33,65901,4301,06/04/20
BM009HF0,BMW,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,107995,4774,06/03/20
ZL-BZ1017,Mercedes-Benz,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,101088,5204,06/03/20
202612,Mercedes-Benz,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,418429,41412,06/03/20
ZL-BZ1004,Mercedes-Benz,1,Transmission,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,341675,31250,06/03/20
UAH02-84531,Audi,1,Body,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19608,1555,06/02/20
ZL-BM1002,BMW,1,Engine,,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,33,33,77730,5069,06/01/20
ZL-LR1002,Land Rover,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,47,21168,962,06/01/20
ZL-BZ1026,Mercedes-Benz,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23485,21375,05/29/20
ZL-BZ1025,Mercedes-Benz,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,19,27420,17801,05/29/20
ZL-AV1110,Audi,1,Transmission,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,8,39460,8025,05/28/20
B-8237,BMW,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,90,90,2437302,250339,05/27/20
C041814,Porsche,4,Suspension,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,52,126,150,51767,7231,05/26/20
K091824,Mini,1,Engine,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,65,70,282866,28176,05/26/20
IA-VA02,Porsche,1,Body,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,67,103865,12752,05/26/20
G051807,Volkswagen,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,300,445,1646080,269617,05/26/20
C051870,Saab,1,Cooling,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,18,18,105615,6188,05/26/20
105616,Audi,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,362520,55061,05/22/20
,BMW,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,517840,42772,05/22/20
K071836,Volkswagen,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,84,668700,66903,05/22/20
XTJ-048,Workhorse,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,3261404,0,05/22/20
,Jaguar,1,Cooling,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,65901,4301,05/22/20
,BMW,2,Suspension,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,163399,13383,05/21/20
ZL-BM1021,Mini,1,Transmission,,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,25,387973,36920,05/21/20
C061814,Porsche,1,Fuel,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,13,2760,363,05/21/20
202611,Mercedes-Benz,1,Suspension,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,418429,41412,05/20/20
C051805,Volkswagen,1,Fuel,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,10,17699,1769,05/20/20
A51-15061,BMW,2,Steering,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,211081,32438,05/20/20
M041967,Mercedes-Benz,1,Fuel,Yes,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,98,98,45638,3908,05/19/20
,Mercedes-Benz,1,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,64508,4104,05/19/20
K051911,Porsche,1,Steering,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66,66,51361,2933,05/19/20
M071814,BMW,1,Engine,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,17,22211,1859,05/18/20
M071906,Volkswagen,1,Fuel,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,23,24,138266,16592,05/18/20
C051807,Volkswagen,1,Fuel,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,38,57,25678,3358,05/18/20
G021825,Porsche,4,Suspension,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,181,181,42022,2640,05/15/20
M081903,Mercedes-Benz,1,Cooling,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,23,48349,3076,05/12/20
M041976,Mercedes-Benz,1,Cooling,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,30,30,27616,954,05/12/20
CD111B,Chevrolet,1,Electrical,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,815504,0,05/08/20
GM015HA0,Chevrolet,1,Cooling,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,72037,0,05/08/20
M041909,Saturn,1,Engine,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,179,198,279865,0,05/08/20
AGC71-55200,Pontiac,1,Fuel,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3167,0,05/07/20
AS111,Audi,1,Electrical,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,74,96,201511,35032,05/07/20
AS111A,Audi,1,Electrical,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,29,30,321632,55103,05/07/20
AS112,Audi,3,Electrical,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,237712,41970,05/07/20
AS112C,Audi,3,Electrical,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,404001,66479,05/07/20
H11-1207,Volkswagen,2,Suspension,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,84,94,13162,1419,05/07/20
C051872,Volvo,1,Cooling,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,63,63,58761,5223,04/29/20
C041894,Volvo,1,Cooling,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,12,70,70,27873,2387,04/29/20
ROJ-671B,Audi,1,Climate Control,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,47,47,65956,5744,04/29/20
C041844,Mercedes-Benz,1,Fuel,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,1336010,89567,04/29/20
C031842,Mercedes-Benz,1,Fuel,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,33,238580,12950,04/29/20
,,0,,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,04/24/20
EG20092,Toyota,1,Engine,,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1650466,0,04/23/20
K081835,Volkswagen,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,202961,60247,04/23/20
M071824 (DY4154),Porsche,2,Cooling,Yes,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,56,61,21285,2564,04/22/20
95B 907 253,Porsche,2,Brakes,,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,55,47125,7323,04/22/20
M011933,Porsche,1,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,97499,10944,04/22/20
K071845,Porsche,1,Body,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,32,47906,6960,04/21/20
K071858,Porsche,1,Brakes,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,51767,7231,04/21/20
K071857,Porsche,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1584,174,04/21/20
K081818,Porsche,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108,46153,3830,04/21/20
K071847,Porsche,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18301,1859,04/21/20
K071843,Porsche,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,18301,1859,04/21/20
K071870,Porsche,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,38036,2894,04/21/20
K081823,BMW,2,Body,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,36726,3150,04/21/20
