FILENAME,SUBTITLE,CONTENT,FORM,TABLE,REP_HEADER_FOOTER,HEADER_FOOTER,TITLE,QUESTIONNAIRE,OTHER
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\145-145,13,24,2,,,3,4,,
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\147-147,13,24,2,,,3,4,,
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\15-15,,5,5,,,1,7,1,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\151-153,,9,5,,2,4,7,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\22-22,,5,4,,,1,3,1,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\25-27,18,37,2,,3,7,13,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\29-29,,7,1,,,2,1,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\33-33,1,2,1,,,,1,,
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\36-38,,14,3,,5,3,10,,
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\45-47,21,18,2,5,3,4,5,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\48-48,12,1,33,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\49-49,25,8,40,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\50-50,35,3,45,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\51-51,33,5,41,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\52-52,33,3,42,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\53-53,33,3,42,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\54-54,28,5,46,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\55-55,36,3,45,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\56-56,33,3,42,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\57-57,29,9,39,,,1,19,1,6
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\58-58,33,4,44,,,1,15,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\59-59,9,6,31,,,1,17,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\60-60,31,7,44,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\61-61,32,4,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\62-62,32,7,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\63-63,32,2,48,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\64-64,32,4,49,,,2,16,1,4
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\65-65,32,5,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\66-66,35,6,43,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\67-67,32,4,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\68-68,32,2,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\69-69,32,3,49,,,2,16,1,4
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\7-7,16,16,12,5,,2,9,1,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\70-70,32,2,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\71-71,34,2,47,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\72-72,35,1,45,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\73-73,32,1,49,,,2,16,1,5
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\74-74,32,4,46,,,2,16,1,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\8-8,13,20,12,,,2,9,1,3
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -3.pdf\98-100,19,18,3,5,3,4,5,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\100-100,,6,2,,,1,4,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\102-102,,6,2,,,1,4,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\104-104,3,14,6,2,,3,4,1,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\106-106,,11,5,3,,3,2,1,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\12-16,37,100,8,1,,1,33,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\18-20,14,67,11,,,,27,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\2-2,1,11,18,4,,2,15,1,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\3-3,11,18,22,,,2,15,1,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\33-33,,10,5,,,3,6,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\34-35,,10,6,,4,2,6,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\38-38,,5,3,,,2,2,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\41-47,32,42,8,6,7,8,16,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\49-53,20,30,6,3,5,6,11,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\55-58,11,24,5,3,4,5,14,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\60-62,3,16,5,2,3,4,13,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\65-66,,7,3,,,3,3,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\68-69,,7,3,,,3,1,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\78-82,29,33,5,2,9,10,9,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\84-84,,7,2,,,2,4,,2
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\86-87,,16,5,,2,3,7,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\89-89,,7,2,,,2,4,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\91-92,,16,5,,2,3,7,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\94-95,,16,5,,2,3,7,,1
D:/PareIT/Combined\Olmos v. SCE (PAID) - Medical Records -4.pdf\97-98,1,14,4,,2,3,7,,1
D:/PareIT/Combined\Olympia MC.pdf\100-100,,11,4,1,,2,2,,3
D:/PareIT/Combined\Olympia MC.pdf\100-100,1,22,2,,,2,3,1,4
D:/PareIT/Combined\Olympia MC.pdf\101-101,,18,11,,,4,1,1,3
D:/PareIT/Combined\Olympia MC.pdf\101-101,,13,3,,,3,15,1,3
D:/PareIT/Combined\Olympia MC.pdf\102-102,,5,1,,,2,1,1,2
D:/PareIT/Combined\Olympia MC.pdf\102-102,,8,4,,,2,2,2,2
D:/PareIT/Combined\Olympia MC.pdf\103-103,4,6,2,,,4,3,,1
D:/PareIT/Combined\Olympia MC.pdf\103-103,4,8,1,,,4,4,,1
D:/PareIT/Combined\Olympia MC.pdf\114-117,33,42,11,,7,5,13,,4
D:/PareIT/Combined\Olympia MC.pdf\114-117,8,28,17,,12,4,15,,1
D:/PareIT/Combined\Olympia MC.pdf\18-18,,4,8,1,,3,6,,
D:/PareIT/Combined\Olympia MC.pdf\18-18,,8,7,1,,3,8,,
D:/PareIT/Combined\Olympia MC.pdf\20-20,12,16,11,1,,2,3,3,6
D:/PareIT/Combined\Olympia MC.pdf\20-20,9,24,26,1,,2,7,1,4
D:/PareIT/Combined\Olympia MC.pdf\21-21,1,9,5,,,4,5,,3
D:/PareIT/Combined\Olympia MC.pdf\23-23,,5,3,,,2,2,1,3
D:/PareIT/Combined\Olympia MC.pdf\23-23,4,20,8,,,2,12,1,6
D:/PareIT/Combined\Olympia MC.pdf\24-24,20,24,1,,,4,3,,1
D:/PareIT/Combined\Olympia MC.pdf\24-24,1,3,2,,,4,2,,1
D:/PareIT/Combined\Olympia MC.pdf\31-32,4,14,7,1,6,4,5,,
D:/PareIT/Combined\Olympia MC.pdf\31-32,,7,6,5,4,4,2,,
D:/PareIT/Combined\Olympia MC.pdf\51-51,,4,6,,,4,3,,
D:/PareIT/Combined\Olympia MC.pdf\51-51,,4,4,,,4,2,,
D:/PareIT/Combined\Olympia MC.pdf\52-60,1,12,6,,10,10,2,,
D:/PareIT/Combined\Olympia MC.pdf\52-60,,4,3,,,4,2,,
D:/PareIT/Combined\Olympia MC.pdf\62-62,,19,3,,,2,,1,5
D:/PareIT/Combined\Olympia MC.pdf\62-62,1,11,3,,,2,2,1,5
D:/PareIT/Combined\Olympia MC.pdf\63-63,,18,3,,,2,,,6
D:/PareIT/Combined\Olympia MC.pdf\63-63,,10,3,,,2,1,1,5
D:/PareIT/Combined\Olympia MC.pdf\73-73,1,9,5,,,5,4,,1
D:/PareIT/Combined\Olympia MC.pdf\73-73,1,9,5,,,5,4,,1
D:/PareIT/Combined\Olympia MC.pdf\75-75,,,,,,,,,
D:/PareIT/Combined\Olympia MC.pdf\75-75,,13,9,,,3,5,1,4
D:/PareIT/Combined\Olympia MC.pdf\77-92,56,61,38,13,32,32,38,,
D:/PareIT/Combined\Olympia MC.pdf\93-95,12,10,10,2,5,7,4,,1
D:/PareIT/Combined\Olympia MC.pdf\93-95,15,18,6,1,5,7,5,,1
D:/PareIT/Combined\Olympia MC.pdf\96-99,,17,5,,7,9,12,,1
D:/PareIT/Combined\Olympia MC.pdf\96-99,,13,5,,7,9,8,,1
D:/PareIT/Combined\Olympia Medical Center (2).pdf\15-18,1,35,30,,4,2,11,,
D:/PareIT/Combined\Olympia Medical Center (2).pdf\19-19,,3,1,2,,2,,,
D:/PareIT/Combined\Olympia Medical Center (2).pdf\20-20,,3,4,,,2,3,,
D:/PareIT/Combined\Olympia Medical Center (2).pdf\21-21,,3,4,,,2,3,,
D:/PareIT/Combined\Olympia Medical Center (2).pdf\22-26,11,18,3,,5,5,3,,1
D:/PareIT/Combined\Olympia Medical Center (2).pdf\3-3,,1,9,1,,1,5,,
D:/PareIT/Combined\Olympia Medical Center (2).pdf\5-7,41,42,1,2,3,3,6,,1
D:/PareIT/Combined\Olympia Medical Center (2).pdf\8-14,65,68,9,3,14,7,11,,
D:/PareIT/Combined\Olympia Medical Center - Meds & Billing.pdf\8-10,54,53,3,2,3,3,9,,1
D:/PareIT/Combined\Olympia Medical Center.pdf\12-14,,15,2,,3,3,12,,
D:/PareIT/Combined\Olympia Medical Center.pdf\15-17,,14,3,,3,3,9,,
D:/PareIT/Combined\Olympia Medical.pdf\6-8,,15,3,,3,6,12,,1
D:/PareIT/Combined\Omni Family Health (Chiro) (M) - McCardle (Dos 2016-09-22).pdf\1-5,,5,3,6,10,11,6,,1
D:/PareIT/Combined\Omni Family Health (Chiro) (M) - McCardle (Dos 2016-10-06).pdf\1-5,1,6,2,6,10,11,6,,1
D:/PareIT/Combined\Omni Family Health (Chiro) (M) - McCardle (Dos 2016-10-31).pdf\1-4,4,5,3,7,8,9,3,,1
D:/PareIT/Combined\Omni Family Health (Chiro) (M) - McCardle (Dos 2017-01-03).pdf\1-4,2,6,2,7,8,9,5,,1
D:/PareIT/Combined\Oncology Clearance RX- Virella.pdf\1-1,,4,2,,,1,1,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\10-10,18,8,4,,,1,4,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\100-100,,3,,1,,1,,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\101-101,,2,,1,,1,,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\102-103,1,11,7,3,,3,1,1,3
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\104-104,,3,3,1,,3,,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\105-106,4,10,26,1,,3,23,1,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\107-108,5,3,7,,,4,4,1,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\109-109,,2,1,1,,2,1,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\11-11,18,15,1,1,,1,4,1,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\110-110,,2,1,1,,2,1,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\111-111,,15,5,,,4,9,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\112-112,,15,6,,,4,6,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\113-113,,11,7,1,,3,5,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\114-114,,7,5,,,4,5,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\115-116,,15,4,,4,6,6,,3
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\117-118,3,13,5,,4,6,6,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\119-120,3,12,5,,4,6,7,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\12-12,18,10,1,1,,1,4,1,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\121-121,,7,9,,,1,2,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\13-13,18,10,1,1,,1,4,1,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\14-14,18,18,1,,,1,4,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\15-15,18,9,1,1,,1,4,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\16-16,,3,1,3,,1,1,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\17-17,18,20,1,1,,1,4,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\18-18,8,11,3,,,1,5,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\19-20,9,15,2,,,3,8,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\21-21,,4,3,2,,1,1,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\22-22,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\23-23,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\24-24,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\25-25,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\26-26,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\27-27,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\28-28,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\29-29,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\31-33,3,6,4,5,3,4,5,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\34-35,,12,3,,,3,,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\36-36,,7,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\37-37,,7,1,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\38-38,,7,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\39-39,,6,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\40-40,,6,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\41-41,,6,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\42-42,,6,2,,,1,5,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\43-43,,2,2,,,1,,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\44-59,1,79,56,,,1,61,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\60-69,6,257,44,,,,186,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\70-70,5,11,3,,,3,2,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\71-72,8,25,4,,,4,4,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\73-73,1,6,2,,,3,1,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\76-76,1,6,2,,,3,1,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\77-81,5,21,9,2,2,5,9,,4
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\82-83,7,14,5,,2,3,4,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\84-85,2,13,6,1,2,5,8,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\88-89,10,21,4,,,3,9,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\9-9,18,9,3,,,1,4,1,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\91-91,1,8,1,,,2,4,,
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\92-94,,41,10,,,1,39,1,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\95-96,2,10,5,8,,6,2,,2
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\97-98,4,13,2,,,3,8,,1
D:/PareIT/Combined\Oncology Hematology Consultants.pdf\99-99,,6,1,1,,2,,,1
D:/PareIT/Combined\OneSource Med Diagnostics [post-ACDF MRI 03-20-2017].pdf\1-2,,10,1,,4,3,7,,2
D:/PareIT/Combined\Op Report 01.26.2016 (2).pdf\1-3,,8,1,,,1,7,,
D:/PareIT/Combined\Op Report 01.26.2016.pdf\1-3,1,9,1,,,1,6,,
D:/PareIT/Combined\Op Report 01.26.2016.pdf\4-4,1,3,4,,,1,3,1,1
D:/PareIT/Combined\Op Report 01.26.2016.pdf\5-5,,3,3,,,1,3,1,
D:/PareIT/Combined\Op Report 02.04.2016 (2).pdf\1-2,,8,1,,,1,7,,
D:/PareIT/Combined\Op Report 02.04.2016.pdf\1-2,,8,1,,,1,7,,
D:/PareIT/Combined\Op Report 02.11.2016 (2).pdf\1-2,3,15,1,,,1,13,,
D:/PareIT/Combined\Op Report 02.11.2016.pdf\1-2,3,11,2,,,1,9,,
D:/PareIT/Combined\Op Report 05.02.2017.pdf\1-2,,12,1,,,2,9,,1
D:/PareIT/Combined\Op Report 05.03.2017 (2).pdf\1-2,,23,3,,2,6,15,,1
D:/PareIT/Combined\Op Report 05.03.2017.pdf\1-2,,14,5,,2,10,6,,1
D:/PareIT/Combined\Op Report 05.04.2017 (2).pdf\1-3,,12,5,,3,6,7,,1
D:/PareIT/Combined\Op Report 05.04.2017.pdf\1-2,,15,3,,4,8,11,,1
D:/PareIT/Combined\Op Report 05.12.2017.pdf\1-3,,18,2,,4,12,14,,1
D:/PareIT/Combined\Op Report 08.16.2017 (2).pdf\1-4,,21,3,,4,8,13,,1
D:/PareIT/Combined\Op Report 08.16.2017.pdf\1-3,,11,3,,,7,5,,1
D:/PareIT/Combined\Op Report 08.16.2017.pdf\4-4,5,11,12,,,2,10,1,3
D:/PareIT/Combined\Op Report 082718.pdf\1-4,,19,3,,4,12,14,,3
D:/PareIT/Combined\Op Report 11.25.2015..pdf\1-2,,7,2,,2,3,7,,
D:/PareIT/Combined\Op Report 11.25.2015.pdf\1-1,,6,3,,,2,6,,
D:/PareIT/Combined\Op Report 12.15.2015 (2).pdf\1-2,,9,2,,,1,9,,
D:/PareIT/Combined\Op Report 12.15.2015.pdf\1-2,,10,1,,,1,10,,
D:/PareIT/Combined\Op report Dr. Miller (1).pdf\1-2,,11,3,,,4,6,,1
D:/PareIT/Combined\Op Report.pdf\1-2,2,24,1,,2,,21,,2
D:/PareIT/Combined\Op Report.pdf\3-3,,9,2,,,2,5,,1
D:/PareIT/Combined\Op Report.pdf\4-4,,9,2,,,3,1,,1
D:/PareIT/Combined\Op Report.pdf\5-7,,9,7,3,4,4,8,,3
D:/PareIT/Combined\Op Report.pdf\8-8,15,13,3,,,1,1,1,1
D:/PareIT/Combined\Op Report.pdf\9-9,1,5,1,,,2,1,1,2
D:/PareIT/Combined\Operatiove Rep. 7-13-17.pdf\1-3,,10,1,,6,,7,,2
D:/PareIT/Combined\Operative Report (2).pdf\1-2,,8,4,,,5,6,,1
D:/PareIT/Combined\Operative report (3).pdf\2-5,,19,3,,4,12,14,,3
D:/PareIT/Combined\Operative Report for 2016 Lumbar Fusion.pdf\1-4,,14,4,,,5,10,,1
D:/PareIT/Combined\Operative Report for 2017 Shoulder Surgery.pdf\1-2,,15,3,,,3,12,,1
D:/PareIT/Combined\Operative Report.pdf\1-2,,13,5,,4,5,7,,
"D:/PareIT/Combined\Opoku, Edward DO-2016-05-05-Initial Evaluation Report.pdf\1-9",19,63,16,,,10,38,,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-05-05-Initial Evaluation Report.pdf\10-10",,2,4,,,1,2,1,1
"D:/PareIT/Combined\Opoku, Edward DO-2016-07-25-PR2.pdf\1-11",36,73,29,,22,22,7,2,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\1-1",,8,8,1,,3,7,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\2-2",,9,8,2,,3,8,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\3-3",,9,9,2,,3,8,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\4-4",,8,9,1,,3,7,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\5-5",,9,9,1,,3,7,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\6-6",,9,9,2,,3,8,1,2
"D:/PareIT/Combined\Opoku, Edward DO-2016-08-01 to 09-20-Treatment SOAP Notes.pdf\7-7",,7,9,2,,3,7,1,2
D:/PareIT/Combined\Optima Diagnostic bill and report.pdf\2-3,,10,2,,4,4,4,,1
D:/PareIT/Combined\Optimal Health Institute Medical Records (Physical Therapy).pdf\1-3,3,16,4,1,3,4,7,,2
D:/PareIT/Combined\Optimal Health Institute Medical Records (Physical Therapy).pdf\11-15,33,55,9,2,9,11,13,,2
D:/PareIT/Combined\Optimal Health Institute Medical Records (Physical Therapy).pdf\4-6,2,19,4,1,3,7,9,,2
D:/PareIT/Combined\Optimal Health Institute Medical Records (Physical Therapy).pdf\7-10,5,22,3,2,4,9,9,,2
D:/PareIT/Combined\Orange Coast - ED - 6-6-2017.pdf\1-36,92,206,115,8,72,42,104,1,29
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\1-3,1,26,5,,3,4,17,,3
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\10-10,1,18,12,5,,3,3,,3
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\11-11,,7,4,,,2,1,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\12-12,10,16,6,,,2,6,1,4
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\13-13,,6,2,,,2,1,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\15-15,,7,4,,,3,1,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\16-16,1,23,4,,,2,11,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\17-17,,7,4,1,,2,1,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\18-19,10,18,19,,2,4,4,2,3
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\20-21,,10,4,,2,3,6,,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\22-23,4,12,4,1,3,5,3,,2
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\24-25,6,17,4,1,4,3,5,,2
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\27-27,,8,3,,,4,4,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\28-28,6,10,5,,,4,2,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\4-5,,13,25,,4,2,5,1,7
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\6-6,,8,4,,,2,2,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 1.30.17).pdf\7-7,19,12,33,,,2,7,1,5
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\1-3,,24,3,,3,4,17,,3
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\10-10,,6,4,,,3,2,2,3
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\11-11,,5,3,,,2,1,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\12-12,7,18,9,,,3,4,1,3
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\13-13,,4,2,,,2,,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\14-14,,4,4,,,2,3,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\15-15,,12,3,,,2,13,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\16-16,1,4,7,,,2,4,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\17-17,,3,1,,,3,1,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\18-18,11,14,17,,,3,6,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\19-20,6,12,5,,2,2,6,,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\21-22,,9,2,,2,2,6,,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\23-24,2,12,3,1,4,5,5,,3
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\25-26,3,15,3,1,4,5,5,,3
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\28-28,,8,3,,,4,1,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\29-29,,9,5,,,4,7,1,1
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\4-4,3,9,1,,,2,8,1,4
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\6-6,3,7,13,,,2,4,1,2
D:/PareIT/Combined\Orangewood Rec (DOS 4.3.17).pdf\7-7,3,28,7,3,,2,28,10,3
D:/PareIT/Combined\Orangewood Rec (DOS 5.1.17).pdf\1-3,,24,3,,3,1,17,,2
